|6.6.6
2018PPGrt_01_1.tab                                                                                  
           2
T(K)    
   673.00000000000000     
   3.0303030303030303     
         100
P(bar)  
   2000.0000000000000     
   30.303030303030305     
         100
           4
T(K)           P(bar)         Gt(W),vo%      St(W),vo%     
  691.182        2212.12                 NaN            NaN
  694.212        2212.12                 NaN            NaN
  697.242        2212.12                 NaN            NaN
  700.273        2212.12                 NaN            NaN
  703.303        2212.12                 NaN            NaN
  706.333        2212.12                 NaN            NaN
  709.364        2212.12                 NaN            NaN
  712.394        2212.12                 NaN            NaN
  715.424        2212.12                 NaN            NaN
  718.455        2212.12                 NaN            NaN
  721.485        2212.12                 NaN            NaN
  724.515        2212.12                 NaN            NaN
  727.545        2212.12                 NaN            NaN
  730.576        2212.12                 NaN            NaN
  733.606        2212.12                 NaN            NaN
  736.636        2212.12                 NaN            NaN
  739.667        2212.12                 NaN            NaN
  742.697        2212.12                 NaN            NaN
  745.727        2212.12                 NaN            NaN
  748.758        2212.12       0.252503E-001            NaN
  751.788        2212.12       0.721453E-001            NaN
  754.818        2212.12       0.208764                 NaN
  757.848        2212.12       0.208751                 NaN
  760.879        2212.12       0.208738                 NaN
  763.909        2212.12       0.345950                 NaN
  766.939        2212.12       0.429928                 NaN
  769.970        2212.12       0.429901                 NaN
  773.000        2212.12       0.429872                 NaN
  776.030        2212.12       0.558467                 NaN
  779.061        2212.12       0.620627       0.127258     
  782.091        2212.12       0.706039       0.391857     
  785.121        2212.12       0.787651       0.659156     
  788.152        2212.12       0.844710       0.945053     
  791.182        2212.12       0.926664        1.21358     
  794.212        2212.12       0.999507        1.47280     
  797.242        2212.12       0.946334        4.48798     
  800.273        2212.12       0.740018        9.03571     
  803.303        2212.12        1.13813                 NaN
  806.333        2212.12        1.09791                 NaN
  809.364        2212.12        1.06520                 NaN
  812.394        2212.12        1.01854                 NaN
  815.424        2212.12        1.01320                 NaN
  818.455        2212.12       0.954047                 NaN
