|6.6.6
2018PPGrt_01_1.tab                                                                                  
           2
T(K)    
   673.00000000000000     
   3.0303030303030303     
         100
P(bar)  
   2000.0000000000000     
   30.303030303030305     
         100
           6
T(K)           P(bar)         C[Gt(W)1]      C[Gt(W)2]      C[Gt(W)3]      C[Gt(W)4]     
  694.212        4424.24                 NaN            NaN            NaN            NaN
  697.242        4424.24                 NaN            NaN            NaN            NaN
  700.273        4424.24                 NaN            NaN            NaN            NaN
  703.303        4424.24                 NaN            NaN            NaN            NaN
  706.333        4424.24                 NaN            NaN            NaN            NaN
  709.364        4424.24                 NaN            NaN            NaN            NaN
  712.394        4424.24                 NaN            NaN            NaN            NaN
  715.424        4424.24       0.273045       0.300617       0.410494       0.158436E-001
  718.455        4424.24       0.273045       0.300617       0.410494       0.158436E-001
  721.485        4424.24       0.272222       0.300617       0.410494       0.166667E-001
  724.515        4424.24       0.271811       0.300617       0.410494       0.170782E-001
  727.545        4424.24       0.271399       0.300617       0.410494       0.174897E-001
  730.576        4424.24       0.270165       0.300617       0.410905       0.183128E-001
  733.606        4424.24       0.270165       0.300617       0.410905       0.183128E-001
  736.636        4424.24       0.263580       0.300617       0.416667       0.191358E-001
  739.667        4424.24       0.246091       0.300617       0.432716       0.205761E-001
  742.697        4424.24       0.246091       0.300617       0.432716       0.205761E-001
  745.727        4424.24       0.243210       0.300617       0.434774       0.213992E-001
  748.758        4424.24       0.234156       0.300617       0.443827       0.213992E-001
  751.788        4424.24       0.226337       0.296914       0.454938       0.218107E-001
  754.818        4424.24       0.201235       0.296914       0.477160       0.246914E-001
  757.848        4424.24       0.201235       0.296914       0.477160       0.246914E-001
  760.879        4424.24       0.201235       0.296914       0.477160       0.246914E-001
  763.909        4424.24       0.191770       0.285802       0.494444       0.279835E-001
  766.939        4424.24       0.185185       0.274691       0.510494       0.296296E-001
  769.970        4424.24       0.185185       0.274691       0.510494       0.296296E-001
  773.000        4424.24       0.174067       0.253435       0.540337       0.321613E-001
  776.030        4424.24       0.170661       0.252851       0.543681       0.328066E-001
  779.061        4424.24       0.164096       0.237982       0.562862       0.350602E-001
  782.091        4424.24       0.159051       0.229571       0.574812       0.365664E-001
  785.121        4424.24       0.154321       0.219136       0.588683       0.378601E-001
  788.152        4424.24       0.143210       0.218313       0.599383       0.390946E-001
  791.182        4424.24       0.143210       0.218313       0.599383       0.390946E-001
  794.212        4424.24       0.128395       0.194856       0.632716       0.440329E-001
  797.242        4424.24       0.123457       0.178395       0.651235       0.469136E-001
  800.273        4424.24       0.123457       0.178395       0.651235       0.469136E-001
  803.303        4424.24       0.113992       0.166872       0.669753       0.493827E-001
  806.333        4424.24       0.109867       0.152011       0.685114       0.530089E-001
  809.364        4424.24       0.103999       0.143014       0.697143       0.558437E-001
  812.394        4424.24       0.973288E-001  0.131284       0.711929       0.594583E-001
  815.424        4424.24       0.915311E-001  0.123406       0.722702       0.623612E-001
  818.455        4424.24       0.861760E-001  0.113862       0.734343       0.656194E-001
  821.485        4424.24       0.816662E-001  0.105747       0.744192       0.683954E-001
  824.515        4424.24       0.762029E-001  0.102675       0.749517       0.716049E-001
  827.545        4424.24       0.704507E-001  0.118036       0.733724       0.777897E-001
  830.576        4424.24       0.621399E-001  0.142181       0.707613       0.880658E-001
  833.606        4424.24       0.564150E-001  0.158732       0.688693       0.961596E-001
  836.636        4424.24       0.524170E-001  0.167371       0.680569       0.996431E-001
  839.667        4424.24       0.499670E-001  0.169048       0.680445       0.100540     
  842.697        4424.24       0.490156E-001  0.169277       0.680329       0.101378     
  845.727        4424.24       0.469881E-001  0.170609       0.680052       0.102350     
  848.758        4424.24       0.469564E-001  0.168664       0.681681       0.102699     
  851.788        4424.24       0.452889E-001  0.169712       0.681401       0.103598     
  854.818        4424.24       0.455565E-001  0.168437       0.682149       0.103858     
  857.848        4424.24       0.417379E-001  0.172413       0.680601       0.105248     
  860.879        4424.24       0.406917E-001  0.171309       0.682135       0.105864     
  863.909        4424.24       0.386080E-001  0.172644       0.681450       0.107298     
  866.939        4424.24       0.377520E-001  0.172077       0.682365       0.107806     
  869.970        4424.24       0.349794E-001  0.175926       0.679630       0.109465     
  873.000        4424.24       0.352999E-001  0.172075       0.683200       0.109425     
  876.030        4424.24       0.345679E-001  0.173457       0.681687       0.110288     
  879.061        4424.24       0.318973E-001  0.150474       0.715837       0.101792     
  882.091        4424.24       0.309916E-001  0.147084       0.722622       0.993025E-001
  885.121        4424.24       0.308164E-001  0.154089       0.715184       0.999103E-001
  888.152        4424.24       0.307696E-001  0.152606       0.717288       0.993362E-001
  891.182        4424.24       0.304384E-001  0.157646       0.713068       0.988483E-001
  894.212        4424.24       0.297963E-001  0.162429       0.710196       0.975792E-001
  897.242        4424.24       0.301085E-001  0.163941       0.707538       0.984127E-001
  900.273        4424.24       0.297769E-001  0.169005       0.702990       0.982276E-001
  903.303        4424.24       0.295567E-001  0.172389       0.700010       0.980442E-001
  906.333        4424.24       0.292597E-001  0.179860       0.693521       0.973598E-001
  909.364        4424.24       0.288986E-001  0.185599       0.688332       0.971704E-001
  912.394        4424.24       0.286204E-001  0.190629       0.683725       0.970258E-001
  915.424        4424.24       0.282934E-001  0.195766       0.679238       0.967029E-001
  918.455        4424.24       0.282989E-001  0.199065       0.675725       0.969110E-001
  921.485        4424.24       0.283965E-001  0.197530       0.677130       0.969436E-001
  924.515        4424.24       0.283665E-001  0.200539       0.673890       0.972044E-001
  927.545        4424.24       0.279267E-001  0.207981       0.667282       0.968100E-001
  930.576        4424.24       0.279421E-001  0.211440       0.663512       0.971061E-001
  933.606        4424.24       0.277627E-001  0.215759       0.659532       0.969462E-001
  936.636        4424.24       0.274887E-001  0.221784       0.654120       0.966070E-001
  939.667        4424.24       0.272585E-001  0.226405       0.649974       0.963624E-001
  942.697        4424.24       0.271605E-001  0.229424       0.647531       0.958848E-001
  945.727        4424.24       0.267490E-001  0.221193       0.654938       0.971193E-001
  948.758        4424.24       0.267490E-001  0.221193       0.654938       0.971193E-001
  951.788        4424.24       0.263374E-001  0.215021       0.659053       0.995885E-001
  954.818        4424.24       0.255144E-001  0.200206       0.670988       0.103292     
  957.848        4424.24       0.255144E-001  0.200206       0.670988       0.103292     
  960.879        4424.24       0.255144E-001  0.200206       0.670988       0.103292     
  963.909        4424.24       0.234568E-001  0.176337       0.699383       0.100823     
  966.939        4424.24       0.234568E-001  0.176337       0.699383       0.100823     
  969.970        4424.24       0.234568E-001  0.168519       0.699383       0.108642     
  973.000        4424.24       0.234568E-001  0.168519       0.699383       0.108642     
  673.000        4454.55                 NaN            NaN            NaN            NaN
  676.030        4454.55                 NaN            NaN            NaN            NaN
  679.061        4454.55                 NaN            NaN            NaN            NaN
  682.091        4454.55                 NaN            NaN            NaN            NaN
  685.121        4454.55                 NaN            NaN            NaN            NaN
  688.152        4454.55                 NaN            NaN            NaN            NaN
  691.182        4454.55                 NaN            NaN            NaN            NaN
  694.212        4454.55                 NaN            NaN            NaN            NaN
  697.242        4454.55                 NaN            NaN            NaN            NaN
  700.273        4454.55                 NaN            NaN            NaN            NaN
  703.303        4454.55                 NaN            NaN            NaN            NaN
  706.333        4454.55                 NaN            NaN            NaN            NaN
  709.364        4454.55                 NaN            NaN            NaN            NaN
  712.394        4454.55                 NaN            NaN            NaN            NaN
  715.424        4454.55       0.273045       0.300617       0.410494       0.158436E-001
  718.455        4454.55       0.273045       0.300617       0.410494       0.158436E-001
  721.485        4454.55       0.272222       0.300617       0.410494       0.166667E-001
  724.515        4454.55       0.271811       0.300617       0.410494       0.170782E-001
  727.545        4454.55       0.270988       0.300617       0.410494       0.179012E-001
  730.576        4454.55       0.270165       0.300617       0.410905       0.183128E-001
  733.606        4454.55       0.270165       0.300617       0.410905       0.183128E-001
  736.636        4454.55       0.263580       0.300617       0.416667       0.191358E-001
  739.667        4454.55       0.246091       0.300617       0.432716       0.205761E-001
  742.697        4454.55       0.246091       0.300617       0.432716       0.205761E-001
  745.727        4454.55       0.243210       0.300617       0.434774       0.213992E-001
  748.758        4454.55       0.241564       0.296914       0.439712       0.218107E-001
  751.788        4454.55       0.226749       0.296914       0.454938       0.213992E-001
  754.818        4454.55       0.212346       0.296914       0.466049       0.246914E-001
  757.848        4454.55       0.212346       0.296914       0.466049       0.246914E-001
  760.879        4454.55       0.212346       0.296914       0.466049       0.246914E-001
  763.909        4454.55       0.195885       0.282099       0.494444       0.275720E-001
  766.939        4454.55       0.185185       0.274691       0.510494       0.296296E-001
  769.970        4454.55       0.185185       0.274691       0.510494       0.296296E-001
  773.000        4454.55       0.185185       0.274691       0.510494       0.296296E-001
  776.030        4454.55       0.167218       0.231753       0.566017       0.350121E-001
  779.061        4454.55       0.160983       0.223509       0.578899       0.366095E-001
  782.091        4454.55       0.162282       0.229478       0.572279       0.359618E-001
  785.121        4454.55       0.155275       0.218316       0.588493       0.379154E-001
  788.152        4454.55       0.147737       0.214198       0.599383       0.386831E-001
  791.182        4454.55       0.147737       0.214198       0.599383       0.386831E-001
  794.212        4454.55       0.132510       0.190741       0.632716       0.440329E-001
  797.242        4454.55       0.123457       0.178395       0.651235       0.469136E-001
  800.273        4454.55       0.123457       0.178395       0.651235       0.469136E-001
  803.303        4454.55       0.117284       0.163580       0.669753       0.493827E-001
  806.333        4454.55       0.110773       0.151402       0.684364       0.534609E-001
  809.364        4454.55       0.101564       0.135410       0.704485       0.585404E-001
  812.394        4454.55       0.102583       0.140123       0.701326       0.559671E-001
  815.424        4454.55       0.915904E-001  0.120487       0.724610       0.633129E-001
  818.455        4454.55       0.866528E-001  0.111843       0.735310       0.661952E-001
  821.485        4454.55       0.825615E-001  0.104722       0.744171       0.685455E-001
  824.515        4454.55       0.777778E-001  0.985597E-001  0.752881       0.707819E-001
  827.545        4454.55       0.723107E-001  0.111694       0.738353       0.776420E-001
  830.576        4454.55       0.695376E-001  0.120437       0.727350       0.826753E-001
  833.606        4454.55       0.582336E-001  0.153171       0.693615       0.949807E-001
  836.636        4454.55       0.523501E-001  0.165553       0.682041       0.100056     
  839.667        4454.55       0.507149E-001  0.166347       0.682003       0.100935     
  842.697        4454.55       0.490398E-001  0.167657       0.681569       0.101735     
  845.727        4454.55       0.481655E-001  0.166914       0.682512       0.102408     
  848.758        4454.55       0.465168E-001  0.168263       0.682023       0.103197     
  851.788        4454.55       0.464919E-001  0.167548       0.682619       0.103341     
  854.818        4454.55       0.448907E-001  0.168002       0.682892       0.104215     
  857.848        4454.55       0.419279E-001  0.170796       0.681786       0.105490     
  860.879        4454.55       0.400493E-001  0.171412       0.681980       0.106558     
  863.909        4454.55       0.399480E-001  0.170040       0.682909       0.107103     
  866.939        4454.55       0.382287E-001  0.170714       0.682902       0.108155     
  869.970        4454.55       0.365018E-001  0.171040       0.683300       0.109157     
  873.000        4454.55       0.358271E-001  0.171728       0.682640       0.109805     
  876.030        4454.55       0.348009E-001  0.171065       0.683156       0.110978     
  879.061        4454.55       0.325020E-001  0.154710       0.709015       0.103773     
  882.091        4454.55       0.312757E-001  0.145062       0.724074       0.995885E-001
  885.121        4454.55       0.310200E-001  0.147970       0.721253       0.997574E-001
  888.152        4454.55       0.307538E-001  0.149660       0.720056       0.995305E-001
  891.182        4454.55       0.306879E-001  0.153137       0.716445       0.997306E-001
  894.212        4454.55       0.303558E-001  0.159108       0.711358       0.991781E-001
  897.242        4454.55       0.302894E-001  0.160114       0.710351       0.992451E-001
  900.273        4454.55       0.302051E-001  0.162102       0.708223       0.994697E-001
  903.303        4454.55       0.297776E-001  0.168241       0.703236       0.987455E-001
  906.333        4454.55       0.295695E-001  0.175152       0.697528       0.977505E-001
  909.364        4454.55       0.293335E-001  0.179723       0.693286       0.976570E-001
  912.394        4454.55       0.287068E-001  0.187637       0.686603       0.970529E-001
  915.424        4454.55       0.285711E-001  0.192099       0.682281       0.970494E-001
  918.455        4454.55       0.283951E-001  0.197052       0.677511       0.970414E-001
  921.485        4454.55       0.284756E-001  0.195344       0.678876       0.973046E-001
  924.515        4454.55       0.283736E-001  0.197914       0.676487       0.972248E-001
  927.545        4454.55       0.279184E-001  0.208537       0.666935       0.966101E-001
  930.576        4454.55       0.280059E-001  0.208408       0.666576       0.970097E-001
  933.606        4454.55       0.278358E-001  0.212500       0.662851       0.968136E-001
  936.636        4454.55       0.274397E-001  0.219319       0.656814       0.964277E-001
  939.667        4454.55       0.272784E-001  0.223405       0.653037       0.962793E-001
  942.697        4454.55       0.271221E-001  0.227421       0.649353       0.961033E-001
  945.727        4454.55       0.267490E-001  0.221193       0.654938       0.971193E-001
  948.758        4454.55       0.267490E-001  0.221193       0.654938       0.971193E-001
  951.788        4454.55       0.267490E-001  0.213786       0.659877       0.995885E-001
  954.818        4454.55       0.255144E-001  0.195679       0.677160       0.101646     
  957.848        4454.55       0.255144E-001  0.195679       0.677160       0.101646     
  960.879        4454.55       0.255144E-001  0.195679       0.677160       0.101646     
  963.909        4454.55       0.238683E-001  0.175926       0.699383       0.100823     
  966.939        4454.55       0.238683E-001  0.175926       0.699383       0.100823     
  969.970        4454.55       0.238683E-001  0.167284       0.699383       0.109465     
  973.000        4454.55       0.238683E-001  0.167284       0.699383       0.109465     
  673.000        4484.85                 NaN            NaN            NaN            NaN
  676.030        4484.85                 NaN            NaN            NaN            NaN
  679.061        4484.85                 NaN            NaN            NaN            NaN
  682.091        4484.85                 NaN            NaN            NaN            NaN
  685.121        4484.85                 NaN            NaN            NaN            NaN
  688.152        4484.85                 NaN            NaN            NaN            NaN
  691.182        4484.85                 NaN            NaN            NaN            NaN
  694.212        4484.85                 NaN            NaN            NaN            NaN
  697.242        4484.85                 NaN            NaN            NaN            NaN
  700.273        4484.85                 NaN            NaN            NaN            NaN
  703.303        4484.85                 NaN            NaN            NaN            NaN
  706.333        4484.85                 NaN            NaN            NaN            NaN
  709.364        4484.85                 NaN            NaN            NaN            NaN
  712.394        4484.85                 NaN            NaN            NaN            NaN
  715.424        4484.85       0.273045       0.300617       0.410494       0.158436E-001
  718.455        4484.85       0.273045       0.300617       0.410494       0.158436E-001
  721.485        4484.85       0.272222       0.300617       0.410494       0.166667E-001
  724.515        4484.85       0.271811       0.300617       0.410494       0.170782E-001
  727.545        4484.85       0.270988       0.300617       0.410494       0.179012E-001
  730.576        4484.85       0.269753       0.300617       0.411317       0.183128E-001
  733.606        4484.85       0.269753       0.300617       0.411317       0.183128E-001
  736.636        4484.85       0.263580       0.300617       0.416667       0.191358E-001
  739.667        4484.85       0.246091       0.300617       0.432716       0.205761E-001
  742.697        4484.85       0.246091       0.300617       0.432716       0.205761E-001
  745.727        4484.85       0.242798       0.300617       0.435185       0.213992E-001
  748.758        4484.85       0.239506       0.300617       0.438066       0.218107E-001
  751.788        4484.85       0.221399       0.300617       0.454938       0.230453E-001
  754.818        4484.85       0.221399       0.300617       0.454938       0.230453E-001
  757.848        4484.85       0.212346       0.296914       0.466049       0.246914E-001
  760.879        4484.85       0.212346       0.296914       0.466049       0.246914E-001
  763.909        4484.85       0.195885       0.282099       0.494444       0.275720E-001
  766.939        4484.85       0.195885       0.282099       0.494444       0.275720E-001
  769.970        4484.85       0.179835       0.259877       0.529012       0.312757E-001
  773.000        4484.85       0.179835       0.259877       0.529012       0.312757E-001
  776.030        4484.85       0.168448       0.230826       0.566085       0.346408E-001
  779.061        4484.85       0.164730       0.227548       0.571465       0.362573E-001
  782.091        4484.85       0.163255       0.227928       0.572903       0.359138E-001
  785.121        4484.85       0.157120       0.222830       0.582715       0.373349E-001
  788.152        4484.85       0.140329       0.196914       0.621605       0.411523E-001
  791.182        4484.85       0.140329       0.196914       0.621605       0.411523E-001
  794.212        4484.85       0.140329       0.196914       0.621605       0.411523E-001
  797.242        4484.85       0.127984       0.173457       0.652469       0.460905E-001
  800.273        4484.85       0.127984       0.173457       0.652469       0.460905E-001
  803.303        4484.85       0.117284       0.163580       0.669753       0.493827E-001
  806.333        4484.85       0.113201       0.149459       0.684209       0.531305E-001
  809.364        4484.85       0.103575       0.134867       0.703360       0.581972E-001
  812.394        4484.85       0.959499E-001  0.120852       0.719877       0.633206E-001
  815.424        4484.85       0.932011E-001  0.119481       0.724290       0.630280E-001
  818.455        4484.85       0.879597E-001  0.110414       0.735423       0.662034E-001
  821.485        4484.85       0.836159E-001  0.102901       0.744648       0.688350E-001
  824.515        4484.85       0.800900E-001  0.967890E-001  0.752162       0.709587E-001
  827.545        4484.85       0.733273E-001  0.109265       0.740394       0.770132E-001
  830.576        4484.85       0.709431E-001  0.114953       0.732546       0.815575E-001
  833.606        4484.85       0.603379E-001  0.145687       0.700697       0.932775E-001
  836.636        4484.85       0.529981E-001  0.163830       0.683489       0.996823E-001
  839.667        4484.85       0.511961E-001  0.164526       0.683060       0.101219     
  842.697        4484.85       0.497480E-001  0.165350       0.683227       0.101675     
  845.727        4484.85       0.477153E-001  0.166566       0.683266       0.102452     
  848.758        4484.85       0.482073E-001  0.165187       0.683437       0.103168     
  851.788        4484.85       0.462050E-001  0.166437       0.683401       0.103958     
  854.818        4484.85       0.453358E-001  0.166038       0.684129       0.104498     
  857.848        4484.85       0.427391E-001  0.168464       0.682906       0.105890     
  860.879        4484.85       0.419767E-001  0.167281       0.684139       0.106602     
  863.909        4484.85       0.407476E-001  0.167675       0.684121       0.107456     
  866.939        4484.85       0.388293E-001  0.168607       0.684521       0.108043     
  869.970        4484.85       0.358025E-001  0.171811       0.682099       0.110288     
  873.000        4484.85       0.361450E-001  0.169438       0.684121       0.110296     
  876.030        4484.85       0.351126E-001  0.169259       0.684443       0.111186     
  879.061        4484.85       0.333437E-001  0.158338       0.701035       0.107283     
  882.091        4484.85       0.313042E-001  0.141470       0.726864       0.100362     
  885.121        4484.85       0.311325E-001  0.146475       0.722113       0.100279     
  888.152        4484.85       0.308588E-001  0.149798       0.719817       0.995265E-001
  891.182        4484.85       0.305671E-001  0.154435       0.716017       0.989801E-001
  894.212        4484.85       0.303650E-001  0.156844       0.713269       0.995219E-001
  897.242        4484.85       0.303267E-001  0.158653       0.711698       0.993224E-001
  900.273        4484.85       0.301170E-001  0.163694       0.707398       0.987918E-001
  903.303        4484.85       0.296951E-001  0.169623       0.701982       0.987002E-001
  906.333        4484.85       0.296331E-001  0.173508       0.698766       0.980924E-001
  909.364        4484.85       0.295522E-001  0.175753       0.695246       0.994495E-001
  912.394        4484.85       0.289131E-001  0.185006       0.688266       0.978145E-001
  915.424        4484.85       0.285505E-001  0.189622       0.684098       0.977298E-001
  918.455        4484.85       0.288082E-001  0.186749       0.686591       0.978512E-001
  921.485        4484.85       0.285488E-001  0.193871       0.680049       0.975310E-001
  924.515        4484.85       0.285159E-001  0.196347       0.677685       0.974523E-001
  927.545        4484.85       0.282190E-001  0.202523       0.671687       0.975715E-001
  930.576        4484.85       0.280092E-001  0.202840       0.671379       0.977717E-001
  933.606        4484.85       0.278438E-001  0.207252       0.667341       0.975635E-001
  936.636        4484.85       0.275949E-001  0.213581       0.661747       0.970767E-001
  939.667        4484.85       0.273824E-001  0.218897       0.656737       0.969836E-001
  942.697        4484.85       0.272310E-001  0.223615       0.652425       0.967298E-001
  945.727        4484.85       0.271605E-001  0.220370       0.654938       0.975309E-001
  948.758        4484.85       0.271605E-001  0.220370       0.654938       0.975309E-001
  951.788        4484.85       0.267490E-001  0.213786       0.659877       0.995885E-001
  954.818        4484.85       0.255144E-001  0.195679       0.677160       0.101646     
  957.848        4484.85       0.255144E-001  0.195679       0.677160       0.101646     
  960.879        4484.85       0.255144E-001  0.195679       0.677160       0.101646     
  963.909        4484.85       0.238683E-001  0.175926       0.699383       0.100823     
  966.939        4484.85       0.238683E-001  0.175926       0.699383       0.100823     
  969.970        4484.85       0.238683E-001  0.167284       0.699383       0.109465     
  973.000        4484.85       0.238683E-001  0.167284       0.699383       0.109465     
  673.000        4515.15                 NaN            NaN            NaN            NaN
  676.030        4515.15                 NaN            NaN            NaN            NaN
  679.061        4515.15                 NaN            NaN            NaN            NaN
  682.091        4515.15                 NaN            NaN            NaN            NaN
  685.121        4515.15                 NaN            NaN            NaN            NaN
  688.152        4515.15                 NaN            NaN            NaN            NaN
  691.182        4515.15                 NaN            NaN            NaN            NaN
  694.212        4515.15                 NaN            NaN            NaN            NaN
  697.242        4515.15                 NaN            NaN            NaN            NaN
  700.273        4515.15                 NaN            NaN            NaN            NaN
  703.303        4515.15                 NaN            NaN            NaN            NaN
  706.333        4515.15                 NaN            NaN            NaN            NaN
  709.364        4515.15                 NaN            NaN            NaN            NaN
  712.394        4515.15                 NaN            NaN            NaN            NaN
  715.424        4515.15       0.273045       0.300617       0.410494       0.158436E-001
  718.455        4515.15       0.273045       0.300617       0.410494       0.158436E-001
  721.485        4515.15       0.272222       0.300617       0.410494       0.166667E-001
  724.515        4515.15       0.271811       0.300617       0.410494       0.170782E-001
  727.545        4515.15       0.270988       0.300617       0.410494       0.179012E-001
  730.576        4515.15       0.269753       0.300617       0.411317       0.183128E-001
  733.606        4515.15       0.269753       0.300617       0.411317       0.183128E-001
  736.636        4515.15       0.262757       0.300617       0.417490       0.191358E-001
  739.667        4515.15       0.246091       0.300617       0.432716       0.205761E-001
  742.697        4515.15       0.246091       0.300617       0.432716       0.205761E-001
  745.727        4515.15       0.242798       0.300617       0.435185       0.213992E-001
  748.758        4515.15       0.242798       0.300617       0.435185       0.213992E-001
  751.788        4515.15       0.225926       0.296914       0.454938       0.222222E-001
  754.818        4515.15       0.221399       0.300617       0.454938       0.230453E-001
  757.848        4515.15       0.218930       0.290741       0.466049       0.242798E-001
  760.879        4515.15       0.218930       0.290741       0.466049       0.242798E-001
  763.909        4515.15       0.200823       0.278395       0.493210       0.275720E-001
  766.939        4515.15       0.200823       0.278395       0.493210       0.275720E-001
  769.970        4515.15       0.183951       0.256173       0.529012       0.308642E-001
  773.000        4515.15       0.183951       0.256173       0.529012       0.308642E-001
  776.030        4515.15       0.176250       0.247618       0.543309       0.328235E-001
  779.061        4515.15       0.169100       0.233497       0.562424       0.349792E-001
  782.091        4515.15       0.164015       0.226579       0.573178       0.362292E-001
  785.121        4515.15       0.158967       0.220568       0.583140       0.373249E-001
  788.152        4515.15       0.153375       0.207273       0.600005       0.393471E-001
  791.182        4515.15       0.149383       0.196914       0.612963       0.407407E-001
  794.212        4515.15       0.140329       0.196914       0.621605       0.411523E-001
  797.242        4515.15       0.127984       0.173457       0.652469       0.460905E-001
  800.273        4515.15       0.127984       0.173457       0.652469       0.460905E-001
  803.303        4515.15       0.121399       0.163169       0.666049       0.493827E-001
  806.333        4515.15       0.114365       0.148749       0.684079       0.528076E-001
  809.364        4515.15       0.109363       0.142088       0.693818       0.547313E-001
  812.394        4515.15       0.101444       0.130110       0.709684       0.587628E-001
  815.424        4515.15       0.904634E-001  0.110894       0.731950       0.666922E-001
  818.455        4515.15       0.886441E-001  0.109657       0.735344       0.663545E-001
  821.485        4515.15       0.841442E-001  0.102353       0.744491       0.690113E-001
  824.515        4515.15       0.804274E-001  0.962936E-001  0.752069       0.712097E-001
  827.545        4515.15       0.756038E-001  0.103087       0.746472       0.748369E-001
  830.576        4515.15       0.724558E-001  0.111385       0.735058       0.811006E-001
  833.606        4515.15       0.632714E-001  0.137542       0.707944       0.912430E-001
  836.636        4515.15       0.539076E-001  0.161583       0.684248       0.100261     
  839.667        4515.15       0.525393E-001  0.161269       0.685432       0.100760     
  842.697        4515.15       0.504541E-001  0.162670       0.685339       0.101537     
  845.727        4515.15       0.498243E-001  0.162168       0.685717       0.102291     
  848.758        4515.15       0.488255E-001  0.162375       0.685819       0.102981     
  851.788        4515.15       0.474058E-001  0.163973       0.684388       0.104233     
  854.818        4515.15       0.453789E-001  0.164915       0.684794       0.104912     
  857.848        4515.15       0.435362E-001  0.165988       0.684553       0.105922     
  860.879        4515.15       0.423324E-001  0.165726       0.685154       0.106787     
  863.909        4515.15       0.411604E-001  0.166053       0.685170       0.107617     
  866.939        4515.15       0.384636E-001  0.167911       0.684685       0.108940     
  869.970        4515.15       0.376323E-001  0.167450       0.685144       0.109774     
  873.000        4515.15       0.364840E-001  0.167902       0.685146       0.110468     
  876.030        4515.15       0.356271E-001  0.167272       0.685726       0.111375     
  879.061        4515.15       0.340476E-001  0.160286       0.695956       0.109710     
  882.091        4515.15       0.320988E-001  0.145473       0.719136       0.103292     
  885.121        4515.15       0.311410E-001  0.142327       0.725898       0.100634     
  888.152        4515.15       0.309064E-001  0.145692       0.722917       0.100484     
  891.182        4515.15       0.306537E-001  0.149318       0.719705       0.100323     
  894.212        4515.15       0.306225E-001  0.151790       0.717275       0.100313     
  897.242        4515.15       0.304841E-001  0.155151       0.714452       0.999136E-001
  900.273        4515.15       0.303918E-001  0.156685       0.712678       0.100245     
  903.303        4515.15       0.299810E-001  0.164023       0.706611       0.993842E-001
  906.333        4515.15       0.299126E-001  0.169114       0.700804       0.100169     
  909.364        4515.15       0.296203E-001  0.173579       0.697012       0.997880E-001
  912.394        4515.15       0.290776E-001  0.182047       0.690626       0.982499E-001
  915.424        4515.15       0.291296E-001  0.179693       0.692851       0.983263E-001
  918.455        4515.15       0.288846E-001  0.184615       0.688333       0.981674E-001
  921.485        4515.15       0.283296E-001  0.194872       0.679130       0.976689E-001
  924.515        4515.15       0.288336E-001  0.190933       0.682039       0.981946E-001
  927.545        4515.15       0.283540E-001  0.200575       0.673280       0.977903E-001
  930.576        4515.15       0.281403E-001  0.203854       0.670341       0.976643E-001
  933.606        4515.15       0.279604E-001  0.204876       0.669274       0.978896E-001
  936.636        4515.15       0.276663E-001  0.212896       0.661941       0.974966E-001
  939.667        4515.15       0.276145E-001  0.217373       0.657898       0.971140E-001
  942.697        4515.15       0.274616E-001  0.221187       0.654330       0.970205E-001
  945.727        4515.15       0.271605E-001  0.220370       0.654938       0.975309E-001
  948.758        4515.15       0.271605E-001  0.220370       0.654938       0.975309E-001
  951.788        4515.15       0.271605E-001  0.212865       0.660386       0.995885E-001
  954.818        4515.15       0.263374E-001  0.199383       0.670988       0.103292     
  957.848        4515.15       0.263374E-001  0.199383       0.670988       0.103292     
  960.879        4515.15       0.263374E-001  0.199383       0.670988       0.103292     
  963.909        4515.15       0.242798E-001  0.174691       0.699383       0.101646     
  966.939        4515.15       0.242798E-001  0.174691       0.699383       0.101646     
  969.970        4515.15       0.242798E-001  0.166872       0.699383       0.109465     
  973.000        4515.15       0.242798E-001  0.166872       0.699383       0.109465     
  673.000        4545.45                 NaN            NaN            NaN            NaN
  676.030        4545.45                 NaN            NaN            NaN            NaN
  679.061        4545.45                 NaN            NaN            NaN            NaN
  682.091        4545.45                 NaN            NaN            NaN            NaN
  685.121        4545.45                 NaN            NaN            NaN            NaN
  688.152        4545.45                 NaN            NaN            NaN            NaN
  691.182        4545.45                 NaN            NaN            NaN            NaN
  694.212        4545.45                 NaN            NaN            NaN            NaN
  697.242        4545.45                 NaN            NaN            NaN            NaN
  700.273        4545.45                 NaN            NaN            NaN            NaN
  703.303        4545.45                 NaN            NaN            NaN            NaN
  706.333        4545.45                 NaN            NaN            NaN            NaN
  709.364        4545.45                 NaN            NaN            NaN            NaN
  712.394        4545.45                 NaN            NaN            NaN            NaN
  715.424        4545.45       0.273045       0.300617       0.410494       0.158436E-001
  718.455        4545.45       0.273045       0.300617       0.410494       0.158436E-001
  721.485        4545.45       0.272222       0.300617       0.410494       0.166667E-001
  724.515        4545.45       0.271811       0.300617       0.410494       0.170782E-001
  727.545        4545.45       0.270988       0.300617       0.410494       0.179012E-001
  730.576        4545.45       0.269342       0.300617       0.411728       0.183128E-001
  733.606        4545.45       0.269342       0.300617       0.411728       0.183128E-001
  736.636        4545.45       0.262757       0.300617       0.417490       0.191358E-001
  739.667        4545.45       0.246091       0.300617       0.432716       0.205761E-001
  742.697        4545.45       0.246091       0.300617       0.432716       0.205761E-001
